000069098_t.LU,APAM.LU
031732433_t.LU,
031733090_t.LU,
031733111_t.LU,
031735980_t.LU,
031742269_t.LU,
031743028_t.LU,
031743168_t.LU,
031743451_t.LU,
031768136_t.LU,
031768144_t.LU,
031771340_t.LU,
031781027_t.LU,
031808219_t.LU,
031829119_t.LU,
031843677_t.LU,
031844924_t.LU,
031854482_t.LU,
031870275_t.LU,
031878667_t.LU,
031885680_t.LU,
031885752_t.LU,
031890101_t.LU,
031896479_t.LU,
031934273_t.LU,
031934419_t.LU,
031950872_t.LU,
031957630_t.LU,
031970326_t.LU,
031975638_t.LU,
031995477_t.LU,
031999685_t.LU,
032029752_t.LU,
032032257_t.LU,
032033075_t.LU,
032058108_t.LU,
032061931_t.LU,
032070698_t.LU,
032078311_t.LU,
032090095_t.LU,
032106927_t.LU,
032117066_t.LU,
032128173_t.LU,
032140254_t.LU,
032158595_t.LU,
032164048_t.LU,
032185886_t.LU,
032188524_t.LU,
032223940_t.LU,
032324177_t.LU,
032324185_t.LU,
032324193_t.LU,
032326358_t.LU,
032326595_t.LU,
032326803_t.LU,
032327699_t.LU,
032327800_t.LU,
032329942_t.LU,
032333117_t.LU,
032333770_t.LU,
032333834_t.LU,
032333923_t.LU,
032348459_t.LU,
032358314_t.LU,
032385591_t.LU,
032399070_t.LU,
032412602_t.LU,
032425798_t.LU,
032432077_t.LU,
032441556_t.LU,
032441629_t.LU,
032441688_t.LU,
032442099_t.LU,
032485855_t.LU,
032497349_t.LU,
032498698_t.LU,
032499112_t.LU,
032501281_t.LU,
032501885_t.LU,
032512208_t.LU,
032513719_t.LU,
032521584_t.LU,
032522807_t.LU,
032523226_t.LU,
032523366_t.LU,
032523374_t.LU,
032553010_t.LU,
032571140_t.LU,
032572529_t.LU,
032572731_t.LU,
032572812_t.LU,
032584012_t.LU,
032594018_t.LU,
032594026_t.LU,
032594174_t.LU,
032595642_t.LU,
032604552_t.LU,
032617085_t.LU,
032621007_t.LU,
032621058_t.LU,
032630588_t.LU,
032634095_t.LU,
032647049_t.LU,
032668020_t.LU,
032678599_t.LU,
032705049_t.LU,
032705367_t.LU,
032771041_t.LU,
032771815_t.LU,
032772099_t.LU,
032772935_t.LU,
032774407_t.LU,
032775314_t.LU,
032777112_t.LU,
032777791_t.LU,
032777929_t.LU,
032778046_t.LU,
032793401_t.LU,
032803156_t.LU,
032806627_t.LU,
032807020_t.LU,
032850693_t.LU,
032862055_t.LU,
032867537_t.LU,
032867626_t.LU,
032884792_t.LU,
032908373_t.LU,
032908403_t.LU,
032908608_t.LU,
032909329_t.LU,
032910645_t.LU,
032911013_t.LU,
032928455_t.LU,
032960049_t.LU,
032982310_t.LU,
032982344_t.LU,
033022875_t.LU,
033024410_t.LU,
033024746_t.LU,
033026161_t.LU,
033046952_t.LU,
033050768_t.LU,
033066538_t.LU,
033091460_t.LU,
033116993_t.LU,
033117094_t.LU,
033134380_t.LU,
033137594_t.LU,
033140681_t.LU,
033140690_t.LU,
033140703_t.LU,
033140711_t.LU,
033140720_t.LU,
033141351_t.LU,
033141360_t.LU,
033141378_t.LU,
033141386_t.LU,
033141394_t.LU,
033141408_t.LU,
033141416_t.LU,
033141459_t.LU,
033206437_t.LU,
033214120_t.LU,
033220987_t.LU,
033221096_t.LU,
033221355_t.LU,
033221398_t.LU,
033224478_t.LU,
033226292_t.LU,
033226420_t.LU,
033246056_t.LU,
033251017_t.LU,
033261756_t.LU,
033287674_t.LU,
033290039_t.LU,
033291183_t.LU,
033302070_t.LU,
033338287_t.LU,
033339704_t.LU,
033349599_t.LU,
033349769_t.LU,
033350066_t.LU,
033351887_t.LU,
033355726_t.LU,
033375107_t.LU,
033405308_t.LU,
033410719_t.LU,
033489145_t.LU,
033489188_t.LU,
033489757_t.LU,
033511272_t.LU,
033517874_t.LU,
033518412_t.LU,
033535856_t.LU,
033562730_t.LU,
033586515_t.LU,
033617836_t.LU,
033622635_t.LU,
033627530_t.LU,
033627688_t.LU,
033637969_t.LU,
033692994_t.LU,
033756348_t.LU,
033761961_t.LU,
033769342_t.LU,
033770758_t.LU,
033780834_t.LU,
033780885_t.LU,
033780958_t.LU,
033781113_t.LU,
033781342_t.LU,
033781610_t.LU,
033781741_t.LU,
033781849_t.LU,
033837992_t.LU,
033847122_t.LU,
033853076_t.LU,
033866089_t.LU,
033876815_t.LU,
033878826_t.LU,
033893477_t.LU,
033897502_t.LU,
033903006_t.LU,
033915012_t.LU,
033915055_t.LU,
033925166_t.LU,
033925239_t.LU,
033936826_t.LU,
033966202_t.LU,
033967756_t.LU,
033967764_t.LU,
033967772_t.LU,
033967802_t.LU,
033978782_t.LU,
033981422_t.LU,
033986700_t.LU,
034011451_t.LU,
034016704_t.LU,
034027790_t.LU,
034028281_t.LU,
034035075_t.LU,
034041148_t.LU,
034041156_t.LU,
034041164_t.LU,
034041172_t.LU,
034041202_t.LU,
034041229_t.LU,
034041237_t.LU,
034041261_t.LU,
034041288_t.LU,
034061742_t.LU,
034063575_t.LU,
034063931_t.LU,
034065772_t.LU,
034094365_t.LU,
034130710_t.LU,
034144141_t.LU,
034159912_t.LU,
034168938_t.LU,
034171068_t.LU,
034213542_t.LU,
034233381_t.LU,
034233942_t.LU,
034238090_t.LU,
034239096_t.LU,
034281980_t.LU,
034311331_t.LU,
034367507_t.LU,
034442347_t.LU,
034480800_t.LU,
034490210_t.LU,
034496153_t.LU,
034519757_t.LU,
034567697_t.LU,
034577072_t.LU,
034580146_t.LU,
034580286_t.LU,
034612889_t.LU,
034631271_t.LU,
034667659_t.LU,
034690375_t.LU,
034697167_t.LU,
034712425_t.LU,
034759774_t.LU,
034764638_t.LU,
034765995_t.LU,
034774528_t.LU,
034797285_t.LU,
034837198_t.LU,
034844798_t.LU,
034851425_t.LU,
034851484_t.LU,
034851514_t.LU,
034896437_t.LU,
034931984_t.LU,
034975221_t.LU,
034980608_t.LU,
035028374_t.LU,
035030689_t.LU,
035052305_t.LU,
035065555_t.LU,
035074686_t.LU,
035080317_t.LU,
035082999_t.LU,
035089063_t.LU,
035089993_t.LU,
035090444_t.LU,
035091602_t.LU,
035098356_t.LU,
035107053_t.LU,
035138137_t.LU,
035141219_t.LU,
035141243_t.LU,
035142029_t.LU,
035145010_t.LU,
035150587_t.LU,
035150935_t.LU,
035151257_t.LU,
035151320_t.LU,
035151389_t.LU,
035179887_t.LU,
035240845_t.LU,
035242023_t.LU,
035267719_t.LU,
035274413_t.LU,
035278427_t.LU,
035279962_t.LU,
035282394_t.LU,
035321888_t.LU,
035325379_t.LU,
035340971_t.LU,
035349367_t.LU,
035356380_t.LU,
035398686_t.LU,
035401504_t.LU,
035414118_t.LU,
035425411_t.LU,
035438289_t.LU,
035452389_t.LU,
035474544_t.LU,
035474552_t.LU,
035474579_t.LU,
035474587_t.LU,
035474595_t.LU,
035474609_t.LU,
035474625_t.LU,
035474633_t.LU,
035474641_t.LU,
035474650_t.LU,
035474668_t.LU,
035474676_t.LU,
035474684_t.LU,
035474692_t.LU,
035474994_t.LU,
035476571_t.LU,
035476598_t.LU,
035476601_t.LU,
035476610_t.LU,
035476628_t.LU,
035476636_t.LU,
035476644_t.LU,
035476652_t.LU,
035476679_t.LU,
035494235_t.LU,
035494723_t.LU,
035494731_t.LU,
035494740_t.LU,
035494758_t.LU,
035494766_t.LU,
035506217_t.LU,
035532480_t.LU,
035541900_t.LU,
035556753_t.LU,
035590846_t.LU,
035590862_t.LU,
035590889_t.LU,
035590919_t.LU,
035590927_t.LU,
035590951_t.LU,
035590978_t.LU,
035590994_t.LU,
035591028_t.LU,
035591117_t.LU,
035591133_t.LU,
035591168_t.LU,
035591184_t.LU,
035591214_t.LU,
035612696_t.LU,
035661816_t.LU,
035675973_t.LU,
035717153_t.LU,
035721398_t.LU,
035732241_t.LU,
035733990_t.LU,
035748385_t.LU,
035757970_t.LU,
035777423_t.LU,
035778896_t.LU,
035783563_t.LU,
035801723_t.LU,
035820159_t.LU,
035821520_t.LU,
035874470_t.LU,
035927514_t.LU,
035959939_t.LU,
035960023_t.LU,
036014792_t.LU,
036054638_t.LU,
036066881_t.LU,
036216883_t.LU,
036289643_t.LU,
036289660_t.LU,
036289678_t.LU,
036289686_t.LU,
036289716_t.LU,
036302291_t.LU,
036302364_t.LU,
036302976_t.LU,
036304898_t.LU,
036305312_t.LU,
036307617_t.LU,
036318023_t.LU,
036386100_t.LU,
036411210_t.LU,
036421436_t.LU,
036449721_t.LU,
036450207_t.LU,
036545038_t.LU,
036579978_t.LU,
036603780_t.LU,
036607076_t.LU,
036607165_t.LU,
036607254_t.LU,
036607637_t.LU,
036607866_t.LU,
036608293_t.LU,
036610093_t.LU,
036630612_t.LU,
036633123_t.LU,
036633654_t.LU,
036634278_t.LU,
036638869_t.LU,
036647442_t.LU,
036650907_t.LU,
036656689_t.LU,
036669519_t.LU,
036677856_t.LU,
036681292_t.LU,
036686332_t.LU,
036728710_t.LU,
036736950_t.LU,
036820420_t.LU,
036820446_t.LU,
036820730_t.LU,
036820764_t.LU,
036821337_t.LU,
036822619_t.LU,
036868520_t.LU,
036868538_t.LU,
036868597_t.LU,
036936886_t.LU,
037051012_t.LU,
037070858_t.LU,
037085812_t.LU,
037177202_t.LU,
037205427_t.LU,
037229156_t.LU,
037253260_t.LU,
037253383_t.LU,
037253405_t.LU,
037255556_t.LU,
037300136_t.LU,
037300152_t.LU,
037398896_t.LU,
037429660_t.LU,
037432962_t.LU,
037433675_t.LU,
037441074_t.LU,
037443514_t.LU,
037445100_t.LU,
037445118_t.LU,
037466921_t.LU,
037531430_t.LU,
037535788_t.LU,
037546445_t.LU,
037548316_t.LU,
037563854_t.LU,
037564001_t.LU,
037564729_t.LU,
037564877_t.LU,
037564966_t.LU,
037565091_t.LU,
037565261_t.LU,
037565326_t.LU,
037640395_t.LU,
037726443_t.LU,
037726753_t.LU,
037731943_t.LU,
037732460_t.LU,
037884723_t.LU,
037966088_t.LU,
037997412_t.LU,
038170481_t.LU,
038200143_t.LU,
038207261_t.LU,
038267060_t.LU,
038268368_t.LU,
038276921_t.LU,
038276948_t.LU,
038278428_t.LU,
038327151_t.LU,
038327500_t.LU,
038336983_t.LU,
038336991_t.LU,
038337025_t.LU,
038426028_t.LU,
038465236_t.LU,
038470094_t.LU,
038472208_t.LU,
038476238_t.LU,
038502069_t.LU,
038507460_t.LU,
038513788_t.LU,
038622960_t.LU,
038623028_t.LU,
038623044_t.LU,
038623052_t.LU,
038623087_t.LU,
038623095_t.LU,
038623117_t.LU,
038623311_t.LU,
038623346_t.LU,
038623389_t.LU,
038623427_t.LU,
038635018_t.LU,
038654624_t.LU,
038654675_t.LU,
038654713_t.LU,
038654756_t.LU,
038654802_t.LU,
038654861_t.LU,
038654870_t.LU,
038654900_t.LU,
038654926_t.LU,
038654985_t.LU,
038655035_t.LU,
038655221_t.LU,
038655256_t.LU,
038655299_t.LU,
038655302_t.LU,
038655337_t.LU,
038655345_t.LU,
038655361_t.LU,
038655370_t.LU,
038655396_t.LU,
038655418_t.LU,
038655434_t.LU,
038655442_t.LU,
038655477_t.LU,
038655485_t.LU,
038655507_t.LU,
038655582_t.LU,
038655639_t.LU,
038655663_t.LU,
038655671_t.LU,
038655680_t.LU,
038655698_t.LU,
038655701_t.LU,
038655841_t.LU,
038655850_t.LU,
038655868_t.LU,
038655876_t.LU,
038655884_t.LU,
038655892_t.LU,
038655906_t.LU,
038655914_t.LU,
038681613_t.LU,
038681648_t.LU,
038768484_t.LU,
038797441_t.LU,
038801244_t.LU,
038863177_t.LU,
038863207_t.LU,
038863274_t.LU,
038914499_t.LU,
038997742_t.LU,
038998153_t.LU,
039014777_t.LU,
039014912_t.LU,
039016974_t.LU,
039035189_t.LU,
039035235_t.LU,
039035367_t.LU,
039035391_t.LU,
039035448_t.LU,
039035529_t.LU,
039035952_t.LU,
039058774_t.LU,
039059029_t.LU,
039072190_t.LU,
039074176_t.LU,
039087162_t.LU,
039121417_t.LU,
039130114_t.LU,
039210037_t.LU,
039238624_t.LU,
039358867_t.LU,
039539632_t.LU,
039948460_t.LU,
040127313_t.LU,
040127348_t.LU,
040127356_t.LU,
040209999_t.LU,
040239502_t.LU,
040335200_t.LU,
040367411_t.LU,
040371982_t.LU,
040641211_t.LU,
040687254_t.LU,
040688722_t.LU,
040692410_t.LU,
040719440_t.LU,
040726535_t.LU,
040772367_t.LU,
040773053_t.LU,
040792783_t.LU,
040792791_t.LU,
040793232_t.LU,
040800611_t.LU,
040801731_t.LU,
040816216_t.LU,
040833269_t.LU,
040840575_t.LU,
040854690_t.LU,
040884963_t.LU,
040946489_t.LU,
041218665_t.LU,
041242132_t.LU,
041243619_t.LU,
041251638_t.LU,
041297972_t.LU,
041300272_t.LU,
041330350_t.LU,
041334118_t.LU,
041334363_t.LU,
041343567_t.LU,
041343613_t.LU,
041357142_t.LU,
041357231_t.LU,
041368918_t.LU,
041369051_t.LU,
041381736_t.LU,
041392711_t.LU,
041392738_t.LU,
041392762_t.LU,
041392789_t.LU,
041392827_t.LU,
041392908_t.LU,
041392916_t.LU,
041392932_t.LU,
041392959_t.LU,
041392967_t.LU,
041392975_t.LU,
041393017_t.LU,
041393025_t.LU,
041393050_t.LU,
041393076_t.LU,
041393114_t.LU,
041393122_t.LU,
041393149_t.LU,
041393157_t.LU,
041393181_t.LU,
041393203_t.LU,
041393211_t.LU,
041393220_t.LU,
041393246_t.LU,
041393254_t.LU,
041393289_t.LU,
041393297_t.LU,
041393335_t.LU,
041393343_t.LU,
041393351_t.LU,
041393360_t.LU,
041393386_t.LU,
041393394_t.LU,
041393459_t.LU,
041393475_t.LU,
041393491_t.LU,
041393505_t.LU,
041393521_t.LU,
041393530_t.LU,
041393548_t.LU,
041393556_t.LU,
041393572_t.LU,
041393602_t.LU,
041393661_t.LU,
041393688_t.LU,
041393700_t.LU,
041393726_t.LU,
041393742_t.LU,
041471921_t.LU,
041534109_t.LU,
041606819_t.LU,
041700653_t.LU,
041721642_t.LU,
041722487_t.LU,
041723645_t.LU,
041723793_t.LU,
041743182_t.LU,
041743964_t.LU,
041745061_t.LU,
041745088_t.LU,
041746009_t.LU,
041769351_t.LU,
041780126_t.LU,
041791705_t.LU,
041809477_t.LU,
041813130_t.LU,
041828277_t.LU,
041926279_t.LU,
041927135_t.LU,
041931744_t.LU,
041934247_t.LU,
041953349_t.LU,
041993146_t.LU,
041994886_t.LU,
042012505_t.LU,
042012564_t.LU,
042026905_t.LU,
042038083_t.LU,
042038636_t.LU,
042039004_t.LU,
042065889_t.LU,
042074128_t.LU,
042109401_t.LU,
042151491_t.LU,
042151815_t.LU,
042170771_t.LU,
042181005_t.LU,
042209791_t.LU,
042209813_t.LU,
042241016_t.LU,
042276782_t.LU,
042276804_t.LU,
042276812_t.LU,
042276839_t.LU,
042276847_t.LU,
042276855_t.LU,
042276863_t.LU,
042276871_t.LU,
042276880_t.LU,
042276898_t.LU,
042276901_t.LU,
042276910_t.LU,
042276928_t.LU,
042331848_t.LU,
042343277_t.LU,
042343676_t.LU,
042349518_t.LU,
042349828_t.LU,
042349844_t.LU,
042349879_t.LU,
042358177_t.LU,
042358444_t.LU,
042358681_t.LU,
042358720_t.LU,
042359050_t.LU,
042359092_t.LU,
042360899_t.LU,
042364974_t.LU,
042367788_t.LU,
042367885_t.LU,
042367893_t.LU,
042367940_t.LU,
042368253_t.LU,
042372757_t.LU,
042372935_t.LU,
042373265_t.LU,
042373508_t.LU,
042373583_t.LU,
042373648_t.LU,
042374024_t.LU,
042374164_t.LU,
042374334_t.LU,
042375845_t.LU,
042375926_t.LU,
042375977_t.LU,
042379077_t.LU,
042379778_t.LU,
042379875_t.LU,
042379930_t.LU,
042380288_t.LU,
042380598_t.LU,
042380644_t.LU,
042388033_t.LU,
042388068_t.LU,
042388114_t.LU,
042388181_t.LU,
042388190_t.LU,
042388246_t.LU,
042388491_t.LU,
042388556_t.LU,
042388572_t.LU,
042388637_t.LU,
042388831_t.LU,
042388874_t.LU,
042388955_t.LU,
042388998_t.LU,
042389005_t.LU,
042389137_t.LU,
042395072_t.LU,
042396273_t.LU,
042406821_t.LU,
042413283_t.LU,
042413321_t.LU,
042424528_t.LU,
042427870_t.LU,
042436364_t.LU,
042436496_t.LU,
042440825_t.LU,
042441791_t.LU,
042442747_t.LU,
042444502_t.LU,
042447978_t.LU,
042451398_t.LU,
042452955_t.LU,
042472816_t.LU,
042472859_t.LU,
042505838_t.LU,
042539643_t.LU,
042545490_t.LU,
042607762_t.LU,
042607835_t.LU,
042607860_t.LU,
042625167_t.LU,
042656631_t.LU,
042700169_t.LU,
042723681_t.LU,
042743534_t.LU,
042744212_t.LU,
042744255_t.LU,
042746665_t.LU,
042760935_t.LU,
042762202_t.LU,
042789259_t.LU,
042792276_t.LU,
042813427_t.LU,
042839078_t.LU,
042846350_t.LU,
042858013_t.LU,
042858056_t.LU,
042858366_t.LU,
042858595_t.LU,
042858820_t.LU,
04286014X.LU,
04286197X.LU,
04286286X.LU,
04286332X.LU,
04286421X.LU,
04286456X.LU,
04286553X.LU,
04286588X.LU,
04286774X.LU,
04286782X.LU,
04286863X.LU,
04286871X.LU,
04286901X.LU,
042869317_t.LU,
042871974_t.LU,
042879002_t.LU,
042916552_t.LU,
043017829_t.LU,
043019961_t.LU,
043045768_t.LU,
043045865_t.LU,
043046339_t.LU,
043056034_t.LU,
043062301_t.LU,
043062450_t.LU,
043067770_t.LU,
043073052_t.LU,
043100432_t.LU,
043130889_t.LU,
043133187_t.LU,
043146360_t.LU,
043146408_t.LU,
043146424_t.LU,
043147340_t.LU,
043166239_t.LU,
043196901_t.LU,
043204491_t.LU,
043262050_t.LU,
043267566_t.LU,
043275143_t.LU,
043275283_t.LU,
043291467_t.LU,
043295446_t.LU,
043297635_t.LU,
043297651_t.LU,
043323156_t.LU,
043329227_t.LU,
043413449_t.LU,
043445502_t.LU,
043445774_t.LU,
043451839_t.LU,
043451898_t.LU,
043499807_t.LU,
043499866_t.LU,
043512544_t.LU,
043524631_t.LU,
043528327_t.LU,
043536451_t.LU,
043561154_t.LU,
043561189_t.LU,
043567012_t.LU,
043588389_t.LU,
043668587_t.LU,
043668609_t.LU,
043671138_t.LU,
043673912_t.LU,
043774565_t.LU,
043913832_t.LU,
043921282_t.LU,
043989910_t.LU,
044027461_t.LU,
044037947_t.LU,
044064898_t.LU,
044065754_t.LU,
044083477_t.LU,
044083515_t.LU,
044083582_t.LU,
044083876_t.LU,
044084104_t.LU,
044084180_t.LU,
044084198_t.LU,
044084350_t.LU,
044084368_t.LU,
044084414_t.LU,
044084503_t.LU,
044085674_t.LU,
044086158_t.LU,
044086166_t.LU,
044086204_t.LU,
044086212_t.LU,
044086239_t.LU,
044086255_t.LU,
044086280_t.LU,
044086301_t.LU,
044086328_t.LU,
044086395_t.LU,
044086417_t.LU,
044086468_t.LU,
044086492_t.LU,
044086794_t.LU,
044086867_t.LU,
044087154_t.LU,
044087235_t.LU,
044087243_t.LU,
044087278_t.LU,
044087332_t.LU,
044087413_t.LU,
044087545_t.LU,
044087618_t.LU,
044087880_t.LU,
044087928_t.LU,
044087979_t.LU,
044087987_t.LU,
044087995_t.LU,
044088029_t.LU,
044088037_t.LU,
044088053_t.LU,
044088061_t.LU,
044088088_t.LU,
044088215_t.LU,
044088487_t.LU,
044088509_t.LU,
044088517_t.LU,
044088592_t.LU,
044089521_t.LU,
044089564_t.LU,
044089670_t.LU,
044097451_t.LU,
044109999_t.LU,
044110245_t.LU,
044115102_t.LU,
044134128_t.LU,
044134292_t.LU,
044145049_t.LU,
044145898_t.LU,
044145979_t.LU,
044146096_t.LU,
044146177_t.LU,
044146231_t.LU,
044146665_t.LU,
044164396_t.LU,
044187914_t.LU,
044190788_t.LU,
044191024_t.LU,
044223708_t.LU,
044229781_t.LU,
044229854_t.LU,
044231042_t.LU,
044231115_t.LU,
044231174_t.LU,
044234734_t.LU,
044236354_t.LU,
044277123_t.LU,
044277158_t.LU,
044277166_t.LU,
044277182_t.LU,
044277212_t.LU,
044277255_t.LU,
044282615_t.LU,
044283751_t.LU,
044292904_t.LU,
044293226_t.LU,
044293285_t.LU,
044293323_t.LU,
044295695_t.LU,
044300532_t.LU,
044309416_t.LU,
044311364_t.LU,
044313880_t.LU,
044314088_t.LU,
044314096_t.LU,
044319721_t.LU,
044320908_t.LU,
044320983_t.LU,
044328968_t.LU,
044356619_t.LU,
044356660_t.LU,
044357208_t.LU,
044375583_t.LU,
044385775_t.LU,
044419238_t.LU,
044423898_t.LU,
044430959_t.LU,
044449366_t.LU,
044453223_t.LU,
044509008_t.LU,
044509776_t.LU,
044511592_t.LU,
044511690_t.LU,
044511835_t.LU,
044511967_t.LU,
044512165_t.LU,
044518520_t.LU,
044542153_t.LU,
044561832_t.LU,
044561875_t.LU,
044572834_t.LU,
044584034_t.LU,
044584115_t.LU,
044584344_t.LU,
044584441_t.LU,
044584476_t.LU,
044593475_t.LU,
044595036_t.LU,
044703955_t.LU,
044787512_t.LU,
044788101_t.LU,
044791811_t.LU,
044824051_t.LU,
044827999_t.LU,
044828596_t.LU,
044893983_t.LU,
044924064_t.LU,
044946866_t.LU,
044974207_t.LU,
045001598_t.LU,
045043185_t.LU,
045058760_t.LU,
045094413_t.LU,
045114058_t.LU,
045143406_t.LU,
045150968_t.LU,
045190650_t.LU,
045238768_t.LU,
045305813_t.LU,
045331679_t.LU,
045333388_t.LU,
045333477_t.LU,
045379566_t.LU,
045442616_t.LU,
045442942_t.LU,
045444996_t.LU,
045448819_t.LU,
045467228_t.LU,
045479528_t.LU,
045479579_t.LU,
045550508_t.LU,
045552306_t.LU,
045565505_t.LU,
045566684_t.LU,
045570266_t.LU,
045580709_t.LU,
045589137_t.LU,
045592634_t.LU,
045611876_t.LU,
045612040_t.LU,
045612180_t.LU,
045612392_t.LU,
045613500_t.LU,
045615006_t.LU,
045615073_t.LU,
045615138_t.LU,
045617831_t.LU,
045617980_t.LU,
045618366_t.LU,
045618447_t.LU,
045618455_t.LU,
045618480_t.LU,
045618587_t.LU,
045619079_t.LU,
045619427_t.LU,
045619486_t.LU,
045619567_t.LU,
045619664_t.LU,
045620581_t.LU,
045622029_t.LU,
045622746_t.LU,
045624579_t.LU,
045625478_t.LU,
045625672_t.LU,
045625826_t.LU,
045644120_t.LU,
045650219_t.LU,
045650545_t.LU,
045654818_t.LU,
045659712_t.LU,
045690601_t.LU,
045690709_t.LU,
045695905_t.LU,
045702707_t.LU,
045702758_t.LU,
045703665_t.LU,
045703789_t.LU,
045704963_t.LU,
045709124_t.LU,
045709221_t.LU,
045709655_t.LU,
045709736_t.LU,
045711234_t.LU,
045726991_t.LU,
045727033_t.LU,
045733645_t.LU,
045792170_t.LU,
045819990_t.LU,
045820785_t.LU,
045820815_t.LU,
045821439_t.LU,
045834409_t.LU,
045834484_t.LU,
045835537_t.LU,
045846822_t.LU,
045853535_t.LU,
045853594_t.LU,
045853616_t.LU,
045853934_t.LU,
045881890_t.LU,
045883345_t.LU,
045884325_t.LU,
045895262_t.LU,
045896200_t.LU,
045919846_t.LU,
045919951_t.LU,
045936244_t.LU,
045936414_t.LU,
045941213_t.LU,
045942988_t.LU,
045943054_t.LU,
045950433_t.LU,
045952550_t.LU,
045952649_t.LU,
045952657_t.LU,
045967069_t.LU,
046012518_t.LU,
046015509_t.LU,
046015517_t.LU,
046015525_t.LU,
046015541_t.LU,
046015550_t.LU,
046015606_t.LU,
046015827_t.LU,
046016050_t.LU,
046016068_t.LU,
046016076_t.LU,
046016084_t.LU,
046016092_t.LU,
046016106_t.LU,
046016114_t.LU,
046016122_t.LU,
046016149_t.LU,
046016157_t.LU,
046016165_t.LU,
046016173_t.LU,
046016181_t.LU,
046016190_t.LU,
046016203_t.LU,
046016211_t.LU,
046016220_t.LU,
046016238_t.LU,
046016246_t.LU,
046016262_t.LU,
046016289_t.LU,
046016297_t.LU,
046016319_t.LU,
046016327_t.LU,
046016335_t.LU,
046016343_t.LU,
046016351_t.LU,
046016360_t.LU,
046016378_t.LU,
046016386_t.LU,
046016394_t.LU,
046016408_t.LU,
046016416_t.LU,
046016424_t.LU,
046016432_t.LU,
046016459_t.LU,
046016467_t.LU,
046016475_t.LU,
046016483_t.LU,
046016491_t.LU,
046018052_t.LU,
046018079_t.LU,
046018184_t.LU,
046020553_t.LU,
046020561_t.LU,
046020910_t.LU,
046055535_t.LU,
046058305_t.LU,
046114418_t.LU,
046116437_t.LU,
046117247_t.LU,
046117638_t.LU,
046117743_t.LU,
046117956_t.LU,
046117964_t.LU,
046134117_t.LU,
046165624_t.LU,
046165888_t.LU,
046165993_t.LU,
046166078_t.LU,
046166124_t.LU,
046166132_t.LU,
046166159_t.LU,
046166523_t.LU,
046166531_t.LU,
046166566_t.LU,
046166582_t.LU,
046166612_t.LU,
046166965_t.LU,
046167295_t.LU,
046167678_t.LU,
046167988_t.LU,
046168160_t.LU,
046168607_t.LU,
046169115_t.LU,
046169131_t.LU,
046169140_t.LU,
046169204_t.LU,
046169212_t.LU,
046169514_t.LU,
046169751_t.LU,
046169913_t.LU,
046170008_t.LU,
046170016_t.LU,
046170229_t.LU,
046171225_t.LU,
046171373_t.LU,
046171462_t.LU,
046171772_t.LU,
046172256_t.LU,
046172264_t.LU,
046173007_t.LU,
046173198_t.LU,
046173457_t.LU,
046173481_t.LU,
046173775_t.LU,
046174020_t.LU,
046174038_t.LU,
046174445_t.LU,
046174950_t.LU,
046174968_t.LU,
046175255_t.LU,
046178742_t.LU,
046178769_t.LU,
046178785_t.LU,
046189183_t.LU,
046225821_t.LU,
046226623_t.LU,
046226780_t.LU,
046226852_t.LU,
046227140_t.LU,
046227298_t.LU,
046227824_t.LU,
046228138_t.LU,
046228642_t.LU,
046229550_t.LU,
046230086_t.LU,
046230361_t.LU,
046230493_t.LU,
046230647_t.LU,
046231244_t.LU,
046231287_t.LU,
046231449_t.LU,
046231759_t.LU,
046231767_t.LU,
046231953_t.LU,
046231961_t.LU,
046232151_t.LU,
046232194_t.LU,
046232399_t.LU,
046232615_t.LU,
046232682_t.LU,
046233212_t.LU,
046234162_t.LU,
046234316_t.LU,
046234405_t.LU,
046234413_t.LU,
046234561_t.LU,
046234715_t.LU,
046236718_t.LU,
046236726_t.LU,
046236939_t.LU,
046289951_t.LU,
046296729_t.LU,
046296885_t.LU,
046302672_t.LU,
046303245_t.LU,
046327772_t.LU,
046329295_t.LU,
046329341_t.LU,
046342682_t.LU,
046349644_t.LU,
046383427_t.LU,
046384679_t.LU,
046384687_t.LU,
046384695_t.LU,
046384857_t.LU,
046385462_t.LU,
046385691_t.LU,
046386507_t.LU,
046386566_t.LU,
046386906_t.LU,
046386990_t.LU,
046387511_t.LU,
046387830_t.LU,
046387945_t.LU,
046387953_t.LU,
046388364_t.LU,
046389018_t.LU,
046389123_t.LU,
046389441_t.LU,
046389484_t.LU,
046389573_t.LU,
046389603_t.LU,
046390164_t.LU,
046391071_t.LU,
046409434_t.LU,
046442679_t.LU,
046468813_t.LU,
046520289_t.LU,
046527534_t.LU,
046531434_t.LU,
046541669_t.LU,
046543084_t.LU,
046543262_t.LU,
046543335_t.LU,
046543521_t.LU,
046543653_t.LU,
046543734_t.LU,
046544226_t.LU,
046544439_t.LU,
046544676_t.LU,
046544820_t.LU,
046544943_t.LU,
046545273_t.LU,
046560752_t.LU,
046566793_t.LU,
046580885_t.LU,
046594452_t.LU,
046608755_t.LU,
046617550_t.LU,
046621239_t.LU,
046621662_t.LU,
046689810_t.LU,
046708075_t.LU,
046725174_t.LU,
046741927_t.LU,
046745736_t.LU,
046745752_t.LU,
046752805_t.LU,
046777921_t.LU,
046786777_t.LU,
046812603_t.LU,
046871057_t.LU,
046895444_t.LU,
046896548_t.LU,
